City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
169,Bathsheba,BB,13.2167,-59.5167,81.21,69,20,20.56,few clouds
170,Longyearbyen,SJ,78.2186,15.6401,39.04,65,0,12.66,clear sky
171,Madang,PG,-5.2246,145.7966,76.6,90,100,2.37,overcast clouds
172,Barcelos,PT,41.5388,-8.6151,66.92,85,4,2.33,clear sky
173,Alofi,NU,-19.0595,-169.9187,76.82,59,60,10.31,broken clouds
174,Saint George,US,37.1041,-113.5841,102.67,10,1,8.99,clear sky
175,Te Anau,NZ,-45.4167,167.7167,39.78,89,15,1.19,few clouds
176,Upata,VE,8.0086,-62.3989,74.7,89,50,6.11,scattered clouds
177,Mahajanga,MG,-15.7167,46.3167,75.22,78,20,3.44,few clouds
178,Umm Lajj,SA,25.0213,37.2685,82.78,51,0,11.63,clear sky
179,Manta,EC,-0.95,-80.7333,74.98,83,90,16.11,overcast clouds
180,Mount Isa,AU,-20.7333,139.5,56.97,47,0,4.61,clear sky
181,Yomou,GN,7.5603,-9.2653,72.28,96,36,2.84,light rain
182,Pincher Creek,CA,49.4833,-113.952,55.27,34,100,14.54,overcast clouds
183,Samarai,PG,-10.6167,150.6667,78.66,87,100,15.9,overcast clouds
184,Nyrob,RU,60.733,56.7202,52.43,79,94,2.08,overcast clouds
185,Ilulissat,GL,69.2167,-51.1,39.22,81,83,4.61,broken clouds
186,Muros,ES,42.7762,-9.0603,61.09,78,53,10.31,broken clouds
187,Queanbeyan,AU,-35.35,149.2333,43.66,95,90,2.3,mist
188,Sikonge,TZ,-5.6333,32.7667,68.5,54,80,5.03,broken clouds
189,Flin Flon,CA,54.7682,-101.865,53.87,86,90,10.83,overcast clouds
190,Belmonte,BR,-15.8631,-38.8828,77.5,87,12,6.82,few clouds
191,Salekhard,RU,66.53,66.6019,33.78,71,4,6.11,clear sky
192,Invermere,CA,50.5167,-116.0354,61.56,46,98,3.0,overcast clouds
193,Evensk,RU,61.95,159.2333,43.03,83,100,5.61,light rain
194,Oranjemund,NA,-28.55,16.4333,66.83,33,0,7.92,clear sky
195,Rundu,NA,-17.9333,19.7667,49.98,56,2,6.93,clear sky
196,Uruguaiana,BR,-29.7547,-57.0883,58.93,82,20,14.97,few clouds
197,San Jose,US,37.3394,-121.895,85.77,40,20,14.97,few clouds
198,Yulara,AU,-25.2406,130.9889,39.04,75,31,5.75,scattered clouds
199,General Roca,AR,-39.0333,-67.5833,50.4,47,100,7.16,overcast clouds
200,Mayo,US,38.8876,-76.5119,94.8,59,1,1.99,clear sky
201,Nikolskoye,RU,59.7035,30.7861,60.69,79,66,3.71,broken clouds
202,Esperance,AU,-33.8667,121.9,58.28,60,100,29.04,overcast clouds
203,Broome,US,42.2506,-75.833,88.61,47,40,3.0,scattered clouds
204,Iqaluit,CA,63.7506,-68.5145,36.7,74,40,5.01,scattered clouds
205,Parati,BR,-23.2178,-44.7131,70.39,75,77,3.62,broken clouds
206,Mancio Lima,BR,-7.6142,-72.8958,76.35,93,90,1.39,overcast clouds
207,Erenhot,CN,43.6475,111.9767,67.68,34,79,7.36,broken clouds
208,Emerald,AU,-23.5333,148.1667,53.35,52,0,7.05,clear sky
209,Silver City,US,32.7701,-108.2803,87.76,13,1,18.01,clear sky
210,Clyde River,CA,70.4692,-68.5914,35.22,100,100,0.94,overcast clouds
211,Tambilil,PH,5.9622,124.6697,78.6,78,95,2.89,overcast clouds
212,Veraval,IN,20.9,70.3667,84.78,70,15,10.49,few clouds
213,Manggar,ID,-2.8833,108.2667,81.97,76,94,10.33,overcast clouds
214,Katobu,ID,-4.9408,122.5276,74.3,88,58,3.62,broken clouds
215,Saint-Philippe,RE,-21.3585,55.7679,72.99,86,74,12.68,light rain
216,Scottsboro,US,34.6723,-86.0341,74.5,97,100,4.99,overcast clouds
217,Lagoa,PT,39.05,-27.9833,63.88,89,100,12.59,overcast clouds
218,Dubbo,AU,-32.25,148.6167,39.33,81,27,8.05,scattered clouds
219,Karratha,AU,-20.7377,116.8463,74.43,59,80,8.48,broken clouds
220,Trotwood,US,39.7973,-84.3113,83.43,63,75,11.54,broken clouds
221,Calbuco,CL,-41.768,-73.1273,49.21,77,100,17.47,overcast clouds
222,Petrovsk-Zabaykalskiy,RU,51.273,108.843,41.81,96,100,3.36,overcast clouds
223,Kununurra,AU,-15.7667,128.7333,55.38,71,25,1.14,scattered clouds
224,Guimar,ES,28.3039,-16.4325,63.81,78,16,4.0,few clouds
225,Airai,TL,-8.9266,125.4092,55.11,78,54,2.71,broken clouds
226,Vila,PT,42.0304,-8.1588,58.75,82,20,3.83,few clouds
227,Godhra,IN,22.75,73.6333,84.0,69,44,13.78,scattered clouds
228,Roebourne,AU,-20.7833,117.1333,74.12,58,69,8.5,broken clouds
229,Andenes,NO,69.3143,16.1194,55.47,71,90,4.61,overcast clouds
230,Lukulu,ZM,-14.3707,23.242,54.52,58,96,6.08,overcast clouds
231,Abu Samrah,SY,35.3029,37.1841,67.3,42,0,7.47,clear sky
232,Makushino,RU,55.2103,67.2442,55.24,52,1,5.77,clear sky
233,Severo-Kurilsk,RU,50.6789,156.125,42.64,94,100,10.29,overcast clouds
234,Kandrian,PG,-6.2167,149.55,78.35,87,55,3.27,light rain
235,Sitka,US,57.0531,-135.33,53.49,71,90,4.61,light rain
236,Nantucket,US,41.2835,-70.0995,82.51,82,1,10.36,clear sky
237,Caala,AO,-12.8525,15.5606,53.65,50,30,1.95,scattered clouds
238,Waiouru,NZ,-39.4833,175.6667,49.62,82,100,3.76,overcast clouds
239,Alzamay,RU,55.5562,98.6644,45.54,76,45,5.66,scattered clouds
240,Agadez,NE,19.75,10.25,91.45,10,100,10.74,overcast clouds
241,Sarankhola,BD,22.3082,89.7897,84.38,82,100,10.27,overcast clouds
242,Meulaboh,ID,4.1363,96.1285,74.44,88,100,4.9,overcast clouds
243,Cabo Rojo,PR,18.0866,-67.1457,83.17,77,100,1.01,overcast clouds
244,Moosomin,CA,50.1333,-101.6677,70.65,35,31,21.56,scattered clouds
245,Meridian,US,43.6121,-116.3915,76.05,27,1,1.99,clear sky
246,Windhoek,NA,-22.5594,17.0832,51.12,48,0,1.99,clear sky
247,Marsh Harbour,BS,26.5412,-77.0636,79.95,75,100,14.41,overcast clouds
248,Vao,NC,-22.6667,167.4833,70.03,67,100,16.91,overcast clouds
249,The Valley,AI,18.217,-63.0578,81.1,78,40,14.97,scattered clouds
250,Pevek,RU,69.7008,170.3133,47.37,68,35,12.77,scattered clouds
251,Bereda,ES,43.2686,-7.5406,56.95,99,63,3.74,broken clouds
252,Ola,RU,59.5833,151.2833,47.59,77,47,2.44,scattered clouds
253,Oranjestad,AW,12.524,-70.027,82.9,77,20,8.01,few clouds
254,Vangaindrano,MG,-23.35,47.6,65.8,79,98,11.21,overcast clouds
255,Urucui,BR,-7.2294,-44.5561,83.37,39,64,3.67,broken clouds
256,Xichang,CN,27.8964,102.2634,65.07,97,98,1.95,light rain
257,Puerto Escondido,MX,15.85,-97.0667,85.62,75,50,8.84,scattered clouds
258,Matagami,CA,49.7502,-77.6328,83.82,38,56,9.46,broken clouds
259,Maltahohe,NA,-24.8333,16.9833,50.11,38,0,8.66,clear sky
260,Codrington,AU,-38.2667,141.9667,56.16,63,100,21.32,overcast clouds
261,La Ronge,CA,55.1001,-105.2842,62.02,54,100,9.84,overcast clouds
262,Canyon Lake,US,29.8752,-98.2625,89.2,70,35,4.0,scattered clouds
263,Castro,BR,-24.7911,-50.0119,60.78,72,95,3.87,overcast clouds
264,Camacha,PT,33.0833,-16.3333,63.36,72,75,11.5,broken clouds
265,Hadejia,NG,12.4498,10.0444,89.24,34,77,8.03,broken clouds
266,Klaksvik,FO,62.2266,-6.589,49.12,98,100,15.05,overcast clouds
267,Haines Junction,CA,60.7522,-137.5108,52.88,65,100,5.48,overcast clouds
