City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
581,Puqi,CN,70.56,overcast clouds,29.7167,113.8833,Ramada Plaza Chibi
582,Pak Phanang,TH,80.02,overcast clouds,8.3511,100.202,Green Park Inn Hotel
584,Fairbanks,US,69.76,light rain,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
586,Sarnen,CH,61.54,moderate rain,46.8985,8.2507,Hotel Klausenhof Flueli-Ranft
589,Grand Gaube,MU,75.6,few clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
590,Asheville,US,82.92,few clouds,35.6009,-82.554,Four Points by Sheraton Asheville Downtown
591,Elk City,US,86.49,clear sky,35.412,-99.4043,Hampton Inn & Suites Elk City
592,Durres,AL,69.98,overcast clouds,41.3231,19.4414,Palace Hotel & Spa Durrës
595,Padang,ID,75.56,broken clouds,-0.9492,100.3543,Mercure Padang
597,Buraydah,SA,89.6,clear sky,26.326,43.975,فندق راحة السلام
599,Kamaishi,JP,67.89,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
601,Bollnas,SE,60.13,light rain,61.3482,16.3946,Grand Hotel
602,Klamath Falls,US,71.87,clear sky,42.2249,-121.7817,"Holiday Inn Express & Suites Klamath Falls Central, an IHG Hotel"
604,Saint-Joseph,RE,71.98,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
606,Conceicao Da Barra,BR,71.78,scattered clouds,-18.5933,-39.7322,Cricaré Praia Hotel
607,Puerto Quijarro,BO,84.09,few clouds,-17.7833,-57.7667,Hotel palance
609,Pombia,IT,67.5,light rain,45.653,8.6336,Albergo Fontana
610,Mahon,ES,63.16,clear sky,39.8885,4.2658,ARTIEM Capri
611,Pobe,BJ,76.05,broken clouds,6.9801,2.6649,Hôtel Étoile d'Or de Pobé
612,Seoul,KR,67.57,broken clouds,37.5683,126.9778,Lotte Hotel Seoul
615,Wajir,KE,77.38,few clouds,1.7471,40.0573,Al-bustan Hotel And Restaurant.
616,Tubalan,PH,79.57,overcast clouds,6.495,125.5661,Maldives tubalan malita davao occidental
621,Port Hedland,AU,71.65,scattered clouds,-20.3167,118.5667,The Esplanade Hotel
622,Nouakchott,MR,75.13,clear sky,18.0858,-15.9785,HOTEL IMAN فندق إيمان
623,Douglas,US,84.97,clear sky,41.3,-96.167,Hilton Garden Inn Omaha West
624,Manadhoo,MV,82.24,overcast clouds,5.7667,73.3833,Vevu Guesthouse
625,Qui Nhon,VN,80.67,overcast clouds,13.7667,109.2333,Hoang Yen Canary Hotel
626,Rosetta,EG,69.57,clear sky,31.4044,30.4164,Green Valley
627,Miramar,US,88.02,broken clouds,25.9873,-80.2323,Miramar
630,Vredendal,ZA,69.22,clear sky,-31.6683,18.5012,Tharrakamma Guest House
631,Kitui,KE,60.28,scattered clouds,-1.367,38.0106,Heritage Bliss Hotel
632,Marsa Matruh,EG,70.05,clear sky,31.3525,27.2453,Beau Site
637,Mongagua,BR,76.03,broken clouds,-24.0931,-46.6208,Hostel Aloha Brasil
638,Horadiz,AZ,66.97,clear sky,39.4488,47.3353,Horadiz Olympic Center
640,Felanitx,ES,67.01,clear sky,39.4696,3.1483,Petit Hotel Hostatgeria Sant Salvador
641,Marshfield,US,85.08,few clouds,44.6689,-90.1718,"Holiday Inn Conference Ctr Marshfield, an IHG Hotel"
642,Zhanaozen,KZ,68.25,clear sky,43.3,52.8,K.korabay 28A
643,Celestun,MX,84.88,overcast clouds,20.8667,-90.4,Posada Lilia
644,Terrasini,IT,73.22,clear sky,38.146,13.0844,Florio Park Hotel
645,Pacific Grove,US,81.07,clear sky,36.6177,-121.9166,Lovers Point Inn
646,Moose Factory,CA,73.4,broken clouds,51.2585,-80.6094,Moosonee Lilypad
647,Huangchuan,CN,72.9,overcast clouds,32.1272,115.0394,Guangzhou International Hotel
648,Metro,ID,73.9,broken clouds,-5.1131,105.3067,OYO 3177 Wisma Lintang
649,Jijiga,ET,63.93,scattered clouds,9.35,42.8,RAMAAS HOTEL
651,Salumbar,IN,85.71,scattered clouds,24.1333,74.05,chatra chaya guest house
654,Kendari,ID,73.54,scattered clouds,-3.945,122.4989,Hotel Wixel
656,Mbandaka,CD,69.57,overcast clouds,0.0487,18.2603,Guest House Epervier
657,Pangkalanbuun,ID,73.35,broken clouds,-2.6833,111.6167,Grand Kecubung Hotel
659,Tavda,RU,60.46,overcast clouds,58.0425,65.2726,The hotel is number 1
661,Colares,PT,62.29,clear sky,38.7992,-9.4469,Arribas Sintra Hotel
662,Dhidhdhoo,MV,81.79,overcast clouds,6.8833,73.1,Dhidhoo beach
663,Kaiyuan,CN,67.64,overcast clouds,23.6977,103.3037,Dongqi Hotel
664,Vila Velha,BR,73.94,clear sky,-20.3297,-40.2925,Quality Suites Vila Velha
666,Beira,MZ,66.29,light rain,-19.8436,34.8389,Beira Terrace Hotel
667,Harper,LR,77.76,light rain,4.375,-7.7169,Screensaver
668,Manokwari,ID,78.28,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
673,Hebi,CN,77.31,overcast clouds,35.8992,114.1925,Wangfu Hotel
674,Mersing,MY,78.06,broken clouds,2.4312,103.8405,Timotel Hotel
675,Phonhong,LA,75.56,overcast clouds,18.5007,102.4166,Manyvong Guest House
677,Russell,US,87.51,overcast clouds,32.3502,-85.1999,Macs
678,Kondopoga,RU,60.48,light rain,62.2057,34.2614,Karelia Hotel
680,Cockburn Town,TC,82.36,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
681,Namibe,AO,74.07,scattered clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
682,Tevaitoa,PF,80.71,broken clouds,-16.7833,-151.5,Hôtel Raiatea Lodge
683,Portland,US,64.45,overcast clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
684,Brindisi,IT,71.78,broken clouds,40.5833,17.6667,Agriturismo Tibitone
685,Amahai,ID,77.18,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
686,Changping,CN,73.51,light rain,40.2186,116.2197,Huachang Hotel
690,Chimore,BO,69.31,broken clouds,-16.9833,-65.1333,Bichito
693,Sanguem,IN,76.6,broken clouds,15.2333,74.1667,Hotel
695,Balabac,PH,82.53,overcast clouds,7.9868,117.0645,Sing and Swing Lodge
697,Les Clayes-Sous-Bois,FR,64.08,clear sky,48.8221,1.9868,Hôtel Kyriad Plaisir
698,Buchanan,LR,76.96,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
699,Locri,IT,74.32,overcast clouds,38.2414,16.2623,Grand Hotel President
702,Oussouye,SN,82.58,clear sky,12.485,-16.5469,Auberge du Routard
